"DBMS stale type descriptor access","Flags cached TupleDesc / type-related fields read inside evaluation or output paths where DDL may change layout (ExprEvalRowtypeCache class of issues).","warning","Cached descriptor field 'table' in 'save_in_field' — review invalidation after DDL (stale TupleDesc / rowtype cache pattern).","/storage/ndb/plugin/ha_ndbcluster_cond.cc","296","41","296","45"
"DBMS stale type descriptor access","Flags cached TupleDesc / type-related fields read inside evaluation or output paths where DDL may change layout (ExprEvalRowtypeCache class of issues).","warning","Cached descriptor field 'table' in 'save_in_field' — review invalidation after DDL (stale TupleDesc / rowtype cache pattern).","/storage/ndb/plugin/ha_ndbcluster_cond.cc","296","55","296","59"
"DBMS stale type descriptor access","Flags cached TupleDesc / type-related fields read inside evaluation or output paths where DDL may change layout (ExprEvalRowtypeCache class of issues).","warning","Cached descriptor field 'table' in 'save_in_field' — review invalidation after DDL (stale TupleDesc / rowtype cache pattern).","/storage/ndb/plugin/ha_ndbcluster_cond.cc","299","40","299","44"
"DBMS stale type descriptor access","Flags cached TupleDesc / type-related fields read inside evaluation or output paths where DDL may change layout (ExprEvalRowtypeCache class of issues).","warning","Cached descriptor field 'm_table_ref' in 'get_mm_tree' — review invalidation after DDL (stale TupleDesc / rowtype cache pattern).","/sql/range_optimizer/range_analysis.cc","979","40","979","50"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'init' touches Item/Field/TABLE descriptor metadata","/sql/handler.h","7598","8","7598","11"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'init' touches Item/Field/TABLE descriptor metadata","/sql/handler.h","5033","8","5033","11"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'make_field' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9559","8","9559","17"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'make_field' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9552","8","9552","17"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'make_field' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9539","8","9539","17"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'make_field' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9310","8","9310","17"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'sql_type' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9126","6","9126","32"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata
MySQL PGQS priority function 'store' combines descriptor metadata with a memory-sensitive sink","/sql/field.cc","9101","24","9101","47"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_str' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","8385","9","8385","26"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","8366","24","8366","39"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","8330","24","8330","39"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_str' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","8244","9","8244","27"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_int' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","8222","10","8222","28"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","8170","24","8170","40"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","8124","24","8124","40"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'sql_type' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","10152","6","10152","32"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9825","24","9825","47"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9821","24","9821","47"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","9816","24","9816","47"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'init' touches Item/Field/TABLE descriptor metadata
MySQL PGQS priority function 'init' calls descriptor/type-resolution helper","/sql/field.cc","10019","6","10019","28"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'reset' touches Item/Field/TABLE descriptor metadata","/sql/field.h","3816","26","3816","30"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_str' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","7034","9","7034","29"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'sql_type' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6627","6","6627","30"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_str' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6524","9","6524","32"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_int' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6507","10","6507","33"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_real' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6489","8","6489","32"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6481","24","6481","45"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6458","24","6458","45"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'sql_type' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6270","6","6270","27"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_str' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6169","9","6169","29"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_int' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6149","10","6149","30"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_real' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6129","8","6129","29"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'store' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","6019","24","6019","42"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'reset' touches Item/Field/TABLE descriptor metadata","/sql/field.h","3250","26","3250","30"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_time' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5569","6","5569","25"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_date_temporal' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5442","10","5442","38"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_datetime' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5430","6","5430","29"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_date' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5418","6","5418","25"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_str' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5399","9","5399","27"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_int' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5479","10","5479","28"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_real' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5501","8","5501","27"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_str' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5779","9","5779","27"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_date_temporal' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5773","10","5773","38"
"MySQL PGQS descriptor and metadata risk anchors","Reports MySQL SQL-layer priority functions that combine Item/Field/TABLE metadata, descriptor-sensitive semantic calls, or local memory sinks.","warning","MySQL PGQS priority function 'val_int' touches Item/Field/TABLE descriptor metadata","/sql/field.cc","5766","10","5766","28"
